query,source,url,date,candidate,result,classification,notes
"WebFetch: https://zenodo.org/records/16663661 — titulo, descricao, licenca, DOI, arquivos, relacao com SegTHOR, mapeamento de UID",Zenodo,https://zenodo.org/records/16663661,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
WebSearch: LUNA16 seriesuid filename is SeriesInstanceUID LIDC-IDRI mapping candidates.csv,outra,,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
WebSearch: Medical Segmentation Decathlon Task06 Lung TCIA mapping SeriesInstanceUID crosswalk which collection,TCIA,,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebFetch: https://huggingface.co/datasets/mrmrx/CADS-dataset — licenca, origem das anotacoes, datasets agregados, esofago, mapeamento para identificadores DICOM",HuggingFace,https://huggingface.co/datasets/mrmrx/CADS-dataset,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebFetch: https://luna16.grand-challenge.org/Data/ — nomenclatura dos exames, campo seriesuid, formato, licenca, relacao com LIDC-IDRI",Grand Challenge,https://luna16.grand-challenge.org/Data/,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebSearch: zenodo NIfTI conversion TCIA collection ""SeriesInstanceUID"" mapping csv dataset esophagus thoracic",Zenodo,,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebSearch: ""NSCLC-Radiomics"" nifti conversion zenodo huggingface derived dataset mapping patient id series uid",Zenodo,,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebFetch: https://zenodo.org/records/4747795 — titulo, autores, licenca, DOI, descricao, arquivos, preservacao de UIDs, redistribuicao oficial ou nao",Zenodo,https://zenodo.org/records/4747795,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebFetch: https://huggingface.co/datasets/farrell236/NSCLC-Radiomics-NIFTI — licenca, metodo de conversao, nomenclatura de pastas, preservacao de UIDs, estruturas segmentadas, origem das mascaras",HuggingFace,https://huggingface.co/datasets/farrell236/NSCLC-Radiomics-NIFTI,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebSearch: SegTHOR ""terms and conditions"" agreement form sign send back Petitjean data access esophagus challenge",outra,,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebFetch: https://pagesperso.litislab.fr/cpetitjean/wp-content/uploads/sites/19/2021/11/DataUseAgreement_CHBDatabaseV3.pdf — clausulas de titularidade, assinatura, redistribuicao, uso comercial (retorno binario; texto extraido localmente)",outra,https://pagesperso.litislab.fr/cpetitjean/wp-content/uploads/sites/19/2021/11/DataUseAgreement_CHBDatabaseV3.pdf,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebFetch: https://zenodo.org/api/records/16663661 — metadados JSON completos: titulo, criadores, descricao, licenca, identificadores relacionados, arquivos",Zenodo,https://zenodo.org/api/records/16663661,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebSearch: StructSeg2019 dataset redistribution zenodo huggingface ""StructSeg"" thoracic organs at risk download mirror license",Zenodo,,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"Bash/pypdf (local, leitura): extracao de texto de DataUseAgreement_CHBDatabaseV3.pdf — 3 paginas integrais",outra,,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"Bash/pypdf (local, leitura): extracao de texto de arXiv 1912.05950 (SegTHOR) — secao 2 The SegTHOR Dataset",arXiv,,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebFetch: https://zenodo.org/records/13244892 — licenca, colecoes IDC cobertas, colunas de UID no qa-results.csv, esofago, origem das segmentacoes",Zenodo,https://zenodo.org/records/13244892,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebFetch: https://github.com/openmedlab/Awesome-Medical-Dataset/blob/main/resources/TotalSegmentator_v2.md — licenca, estrutura, colunas exatas do meta.csv, significado de image_id e institute, identificadores DICOM, origem das anotacoes",GitHub,https://github.com/openmedlab/Awesome-Medical-Dataset/blob/main/resources/TotalSegmentator_v2.md,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebSearch: wasserth TotalSegmentator github issue ""original DICOM"" OR ""which hospital"" OR ""map image_id"" dataset provenance request",GitHub,,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebFetch: https://ar5iv.labs.arxiv.org/html/2208.05868 — texto completo do artigo TotalSegmentator (RESULTADO: erro de conversao, sem conteudo)",arXiv,https://ar5iv.labs.arxiv.org/html/2208.05868,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebSearch: TotalSegmentator dataset annotation ""iterative"" preliminary model ""manually corrected"" radiologists segmentation creation process paper",outra,,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebSearch: huggingface datasets esophagus segmentation CT ""SeriesInstanceUID"" OR ""StudyInstanceUID"" dataset card 2025 2026",HuggingFace,,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebFetch: https://opendatalab.com/OpenDataLab/SegTHOR — licenca asserida, exigencia de conta, fonte original, DUA (RESULTADO: pagina nao renderizou conteudo)",outra,https://opendatalab.com/OpenDataLab/SegTHOR,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebSearch: zenodo 2025 2026 new dataset thoracic CT ""esophagus"" manual contours radiotherapy open license DICOM RTSTRUCT",Zenodo,,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
WebSearch: idc-index python package IDC index csv PatientID StudyInstanceUID SeriesInstanceUID collection lookup Imaging Data Commons,IDC,,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebFetch: https://huggingface.co/datasets/YongchengYAO/TotalSegmentator-CT-Lite — licenca, conteudo, inclusao do meta.csv, colunas, image_id, ligacao a identificadores DICOM",HuggingFace,https://huggingface.co/datasets/YongchengYAO/TotalSegmentator-CT-Lite,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
"WebSearch: ""mapping"" csv ""nifti"" dataset publishes original ""SeriesInstanceUID"" for each converted case open dataset lung CT organs at risk",outra,,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
WebSearch: codalab competitions v1 shutdown migration 2025 2026 old challenges data unavailable SegTHOR ISBI 2019,outra,,2026-09-06,,consulta registrada,,ARM 6 — Repositórios abertos (Zenodo / HuggingFace / Grand-C
,Zenodo,https://zenodo.org/records/10047292,2026-09-06,TotalSegmentator CT dataset v2.0.1 (Zenodo 10047292),licenca=CC BY 4.0 declarada pelo titular (Univer | identidade=case_id (sXXXX) + sha256 do conteudo = 2 | humano=Parcial / model-in-the-loop. Predicoes d,"F com evidencia PRIMARIA [FATO/alta]; lacuna 2 do arm fechada (reclassificado de F fundamentado em achado [FATO/media] tirado de snippet de buscador, com lacuna declarada)","Baixei e extrai o arXiv 2208.05868v1. Secao 2.2 e Figura 4 confirmam literalmente o model-in-the-loop e o active learning (5 sujeitos manuais, depois modelo + correcao; 68 das 104 classes iniciadas po"
,web,https://competitions.codalab.org/competitions/21145,2026-09-06,SegTHOR — Segmentation of THoracic Organs at Risk (CodaLab 21145),"licenca=SEM licenca aberta. Data Use Agreement b | identidade=case_id (Patient_01..Patient_60) + sha25 | humano=SIM, e integralmente humana — contornos ",D com bloqueio DUPLO (acesso + clausula comercial). A anatomia sai da lista de motivos. (reclassificado de D com bloqueio TRIPLO (acesso + clausula comercial + anatomia cervical)),"Classe nao muda — o DUA assinavel e a vedacao comercial, ambos lidos por mim no PDF primario, ja bastam e sao permanentes para produto. Mas o terceiro motivo cai: ver refutada 1. Registrar so o que su"
,Zenodo,https://zenodo.org/records/16663661,2026-09-06,"Zenodo 16663661 — 'Medical image datasets: SegTHOR, CT liver thin, Lung Cancer' (Dayu Tan)","licenca=CC BY 4.0 ASSERTADA POR TERCEIRO SEM TIT | identidade=Nenhuma alem do nome de arquivo. Sem UID | humano=UNKNOWN — conteudo nao baixado (1,82 GB,",F,"ARMADILHA. E exatamente o tipo de registro que a lente deste arm existe para pegar: um SegTHOR.zip de 1,82 GB republicado por um terceiro sem relacao com o CHB, rotulado CC BY 4.0, sem descricao, sem "
,Zenodo,https://zenodo.org/records/13244892,2026-09-06,BAMF / AIMI Annotations para o NCI Imaging Data Commons (Zenodo 13244892),"licenca=CC BY 4.0 declarada no registro Zenodo p | identidade=4/4 — StudyInstanceUID, SeriesInstanceUI | humano=NAO como fonte primaria — segmentacoes g",E,"Fora do alvo anatomico — o esofago NAO esta entre as estruturas segmentadas (cobre cerebro, mama, rim, figado, pulmao e prostata) — e o GT e de modelo (nnUNet), com apenas ~10% revisado por radiologis"
,HuggingFace,https://huggingface.co/datasets/farrell236/NSCLC-Radiomics-NIFTI,2026-09-06,farrell236/NSCLC-Radiomics-NIFTI (HuggingFace),licenca=CC-BY-3.0 declarada no dataset card do H | identidade=3/4 potenciais: case_id = PatientID orig | humano=SIM na origem — as mascaras derivam dos ,F,"Tem esofago e tem identidade parcial recuperavel (as pastas sao LUNG1-XXX, o PatientID original do TCIA), mas sao as MESMAS imagens do NSCLC-Radiomics, colecao ja usada pelo VRmed com split congelado."
,Zenodo,https://zenodo.org/records/4747795,2026-09-06,"Zenodo 4747795 — LCTSC DICOM & NIFTI Test Data (Chlap, UNSW)",licenca=CC BY 3.0 Unported declarada no Zenodo p | identidade=Potencialmente 4/4 no pacote DICOM (Stud | humano=SIM na origem — contornos humanos do LCT,F,"Mesmo padrao do anterior: identidade boa, imagem contaminada. Redistribui uma porcao do LCTSC em DICOM (29,2 MB) E em NIfTI (147,4 MB) — como inclui o DICOM, os UIDs originais viajam junto, o que reso"
,Grand Challenge,https://luna16.grand-challenge.org/Data/,2026-09-06,LUNA16 (derivado do LIDC-IDRI),"licenca=CC BY 4.0 declarada pelo desafio, sobre  | identidade=3/4 fortes: SeriesInstanceUID nativo nos | humano=SIM na origem (leituras de 4 radiologist",E,"Fora do alvo: e deteccao de nodulo pulmonar, nao ha mascara de orgao e nao ha esofago. Incluido porque responde a pergunta central do arm com um exemplo verificavel: um derivado que identifica cada ex"
,Zenodo,https://zenodo.org/records/13900142,2026-09-06,TotalSegmentator-CT-Segmentations para o NCI IDC (Zenodo 13900142),licenca=CC BY 4.0 declarada no Zenodo para as SE | identidade=4/4 — DICOM SEG/SR referenciam a serie d | humano=NAO. Saida de modelo (TotalSegmentator v,F,"Identidade 4/4 (DICOM SEG/SR com ReferencedSeriesSequence, sobre imagens do IDC, majoritariamente NLST) e licenca limpa — e mesmo assim reprovado sem discussao: as segmentacoes foram geradas automatic"
,HuggingFace,https://huggingface.co/datasets/mrmrx/CADS-dataset,2026-09-06,CADS-dataset (HuggingFace),licenca=Licenca custom 'cadsdataset'; cada datas | identidade=UNKNOWN / nenhuma documentada no cartao  | humano=NAO — pseudo-rotulagem automatica com co,F,"Recusa dura por GT: anotacoes produzidas por 'automated pipeline with pseudo-labeling and unsupervised quality control'. Agrega 43 datasets publicos E privados (TotalSegmentator 1203 volumes, NLST 717"
,HuggingFace,https://huggingface.co/datasets/YongchengYAO/TotalSegmentator-CT-Lite,2026-09-06,YongchengYAO/TotalSegmentator-CT-Lite (HuggingFace),licenca=CC-BY-4.0 declarada no cartao do dataset | identidade=1-2/4 e degradada: case_id proprio do re | humano=NAO (herdado do TotalSegmentator: model-,F,"Reempacotamento do TotalSegmentator CT: herda o GT model-in-the-loop e ainda PIORA a identidade, porque renomeia todos os arquivos por um case ID proprio e nao documenta o mapeamento para o image_id o"
,Grand Challenge,https://structseg2019.grand-challenge.org/,2026-09-06,StructSeg2019 Task 3 (OAR toracicos) — reverificacao,licenca=UNKNOWN — nenhuma licenca de dado locali | identidade=UNKNOWN — nao verificavel sem acesso ao  | humano=Declarada como anotacao para planejament,D,Reverificado sob a lente nova e o status nao muda. Continua sem licenca de DADO localizavel e sem canal de distribuicao aberto; nenhum espelho legitimo em Zenodo ou HuggingFace foi encontrado nas cons
"Zenodo API GET https://zenodo.org/api/records?q=esophagus+segmentation&size=3&sort=newest — teste de acesso, OK",Zenodo,https://zenodo.org/api/records?q=esophagus+segmentation&size=3&sort=newest,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"Zenodo API GET /api/records?q=""esophagus"" AND ""segmentation"" AND publication_date:[2025-01-01 TO 2026-12-31]&size=20&sort=mostrecent — total 6, nenhum relevante",Zenodo,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"Zenodo API GET /api/records?q=""organ at risk"" AND ""CT"" AND publication_date:[2025-01-01 TO 2026-12-31]&size=20&sort=mostrecent — total 4, nenhum dataset",Zenodo,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"Zenodo API GET /api/records?q=""esophageal"" AND ""CT"" AND publication_date:[2025-01-01 TO 2026-12-31]&size=20&sort=mostrecent — total 29, nenhum dataset de segmentacao toracica",Zenodo,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"Zenodo API GET /api/records?q=esophagus+segmentation&type=dataset&sort=newest (e mais 3 variantes: thoracic+organ+at+risk+segmentation, radiotherapy+contours+CT+dataset, mediastinal+segmentation+CT) — sort=newest sem filtro de frase devolve ruido; descartado",Zenodo,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
Zenodo API GET /api/records/19347848 (DoseRAD2026) — HTTP 403 via curl (rate limit),Zenodo,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"Zenodo API GET /api/records/22127731 — file list do STOPSTORM, OK",Zenodo,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"Zenodo download GET /api/records/22127731/files/STOPSTORM_Planning_Benchmark_Data_06032024.zip/content — 12.302.944 bytes, OK (abaixo do limite de 20 MB)",Zenodo,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
Zenodo HTTP Range GET /api/records/22127731/files/STOPSTORM_Contouring_Benchmark_Data_06032024.zip/content bytes=169097245-169465385 — diretorio central lido sem baixar o arquivo (368.140 bytes),Zenodo,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"Zenodo HTTP Range (segunda rodada, para extrair rtss_*.dcm de dentro do zip remoto) — HTTP 403 (rate limit)",Zenodo,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
DataCite API GET https://api.datacite.org/dois?query=esophagus+segmentation&page[size]=20,DataCite,https://api.datacite.org/dois?query=esophagus+segmentation&page[size,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
DataCite API GET /dois?query=esophagus AND segmentation AND CT&resource-type-id=dataset&page[size]=25 — 16 resultados; achou os 2 registros ScienceDB de 2026,DataCite,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
DataCite API GET /dois?query=(esophagus OR oesophagus) AND segmentation&resource-type-id=dataset&sort=created — HTTP nao-JSON na 1a tentativa,DataCite,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
DataCite API GET /dois?query=esophagus AND publicationYear:[2025 TO 2026]&resource-type-id=dataset&page[size]=25 — total 164,DataCite,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
DataCite API GET /dois?query=oesophag* AND publicationYear:[2025 TO 2026]&resource-type-id=dataset&page[size]=25 — total 116,DataCite,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"DataCite API GET /dois?query=""organs at risk"" AND publicationYear:[2025 TO 2026]&resource-type-id=dataset&page[size]=25 — total 25; achou STOPSTORM",DataCite,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"DataCite API GET /dois?query=(RTSTRUCT OR ""structure set"") AND publicationYear:[2025 TO 2026]&resource-type-id=dataset&page[size]=25 — total 76; achou ESLS26/ASLS26",DataCite,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
DataCite API GET /dois/10.57760/sciencedb.35531 — metadados completos,DataCite,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
DataCite API GET /dois/10.57760/sciencedb.27733 — metadados completos,DataCite,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
DataCite API GET /dois/10.5281/zenodo.22127731 — metadados completos do STOPSTORM,Zenodo,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
DataCite API GET /dois/10.57760/sciencedb.29318 — metadados completos do ESLS26/ASLS26,DataCite,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"Figshare API POST /v2/articles/search {""search_for"":""esophagus segmentation CT"",""item_type"":3,""order"":""published_date""} — 8 resultados, nenhum relevante",Figshare,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"Figshare API POST /v2/articles/search {""search_for"":""thoracic organs at risk segmentation"",""item_type"":3} — 2 resultados, nenhum relevante",Figshare,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"Figshare API GET /v2/articles/31429481 — item de 2026-02-27 e dataset de ablacao termica hepatica, irrelevante",Figshare,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
HuggingFace API GET /api/datasets?search=esophagus&sort=lastModified — 0 resultados,HuggingFace,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"HuggingFace API GET /api/datasets?search=thoracic&sort=lastModified — 1 resultado (Auric-Grid/E1.S4-Synthetic-Thoracic-Oncology-Dataset, sintetico)",HuggingFace,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
HuggingFace API GET /api/datasets?search=organ%20at%20risk&sort=lastModified — 0 resultados,HuggingFace,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
HuggingFace API GET /api/datasets?search=SegTHOR — 0; search=radiotherapy CT — 0; search=OAR segmentation — 0; search=RTSTRUCT — 0; search=esophageal CT — 0,HuggingFace,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"Europe PMC REST /search?query=(""esophagus segmentation"" OR ""oesophagus segmentation"") AND (PUB_YEAR:2025 OR PUB_YEAR:2026) — 8 hits",Europe PMC,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"Europe PMC REST /search?query=(""organs at risk"" AND ""public dataset"" AND thoracic) AND (PUB_YEAR:2025 OR PUB_YEAR:2026) — 9 hits; achou SynthRAD2025",Europe PMC,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"Europe PMC REST /search?query=esophagus AND (contours OR segmentation) AND (""publicly available dataset"" OR ""data descriptor"" OR ""The Cancer Imaging Archive"" OR Zenodo) AND (PUB_YEAR:2025 OR PUB_YEAR:2026) — 126 hits, triados",Zenodo,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"Europe PMC REST /search?query=JOURNAL:""Scientific Data"" AND (thoracic OR chest OR mediastin*) AND segmentation AND CT AND (PUB_YEAR:2025 OR PUB_YEAR:2026) — 22 hits",Europe PMC,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"Europe PMC REST /search?query=JOURNAL:""Data in brief"" AND (radiotherapy OR ""organs at risk"") AND CT AND (PUB_YEAR:2025 OR PUB_YEAR:2026) — 4 hits",Europe PMC,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"Europe PMC REST /search?query=(TITLE:""esophag*"" OR TITLE:""oesophag*"") AND (TITLE:dataset OR TITLE:database OR TITLE:cohort) AND (PUB_YEAR:2025 OR PUB_YEAR:2026) — 0 hits",Europe PMC,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"Europe PMC REST /search?query=(ABSTRACT:""esophagus"") AND (ABSTRACT:""publicly available"") AND (ABSTRACT:""segmentation"") AND (ABSTRACT:""CT"") AND (PUB_YEAR:2026) — 0 hits",Europe PMC,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"Europe PMC REST /search?query=JOURNAL:""Scientific Data"" AND esophag* AND (PUB_YEAR:2025 OR PUB_YEAR:2026) — 21 hits, todos endoscopia/patologia",Europe PMC,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"Europe PMC REST /search?query=DOI:""10.1038/s41597-026-07218-y""&resultType=core — abstract do ENHANCE",Europe PMC,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
Europe PMC REST /search?query=STOPSTORM AND (contouring OR benchmark OR accreditation) — 19 hits; identificou Radiother Oncol 2023 DOI 10.1016/j.radonc.2023.109949,Europe PMC,,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"Grand Challenge API GET https://grand-challenge.org/api/v1/challenges/?limit=50 (paginado ate 264 desafios) — enumeracao completa, filtrada por torax/esofago/OAR/radioterapia",Grand Challenge,https://grand-challenge.org/api/v1/challenges/?limit=50,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"Codabench API GET https://www.codabench.org/api/competitions/public/?search={esophagus,thoracic,organ at risk,radiotherapy} — count=0 em todas, inclusive termos genericos (endpoint suspeito)",outra,https://www.codabench.org/api/competitions/public/?search={esophagus,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"arXiv API GET https://export.arxiv.org/api/query?search_query=all:""esophagus segmentation""&sortBy=submittedDate — 1 resultado (2020)",arXiv,https://export.arxiv.org/api/query?search_query=all:,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"arXiv API GET http://export.arxiv.org/api/query?search_query=all:""thoracic organs at risk"" — resposta vazia via http (falha)",arXiv,http://export.arxiv.org/api/query?search_query=all:,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
Dryad API GET https://datadryad.org/api/v2/search?q=esophagus segmentation CT — count 0,Dryad,https://datadryad.org/api/v2/search?q=esophagus,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
OSF API GET https://api.osf.io/v2/nodes/?filter[title]=esophagus — resposta nao-JSON (falha),OSF,https://api.osf.io/v2/nodes/?filter[title,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
TCIA GET https://services.cancerimagingarchive.net/nbia-api/services/v2/getCollectionDescriptions — HTTP 500 / 404,TCIA,https://services.cancerimagingarchive.net/nbia-api/services/v2/getCollectionDescriptions,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
TCIA GET https://www.cancerimagingarchive.net/wp-json/wp/v2/collections?per_page=100&orderby=date — HTTP 404,TCIA,https://www.cancerimagingarchive.net/wp-json/wp/v2/collections?per_page=100&orderby=date,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
TCIA GET https://www.cancerimagingarchive.net/wp-json/tcia/v1/collections — HTTP 404,TCIA,https://www.cancerimagingarchive.net/wp-json/tcia/v1/collections,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
ScienceDB GET https://www.scidb.cn/api/sdb/dataset/getDatasetDetail?dataSetId=73d1132fd17d41ebb144063c7d3156ca — HTTP 404 (idem para 3ebf627d...),outra,https://www.scidb.cn/api/sdb/dataset/getDatasetDetail?dataSetId=73d1132fd17d41ebb144063c7d3156ca,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
WebFetch https://www.scidb.cn/en/detail?dataSetId=73d1132fd17d41ebb144063c7d3156ca — so o titulo (pagina JS),outra,https://www.scidb.cn/en/detail?dataSetId=73d1132fd17d41ebb144063c7d3156ca,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
WebFetch https://www.scidb.cn/detail?dataSetId=73d1132fd17d41ebb144063c7d3156ca — timeout 60s,outra,https://www.scidb.cn/detail?dataSetId=73d1132fd17d41ebb144063c7d3156ca,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
WebFetch https://www.scidb.cn/en/detail?dataSetId=3ebf627d58df4344b92a6130bf57e3e6 — so o titulo,outra,https://www.scidb.cn/en/detail?dataSetId=3ebf627d58df4344b92a6130bf57e3e6,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
WebFetch https://www.scidb.cn/en/detail?dataSetId=aa13339e4073424083af0b2c0f2cabe8 — so o titulo,outra,https://www.scidb.cn/en/detail?dataSetId=aa13339e4073424083af0b2c0f2cabe8,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
WebFetch https://zenodo.org/records/19347848 — metadados do DoseRAD2026,Zenodo,https://zenodo.org/records/19347848,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
WebFetch https://arxiv.org/abs/2604.12778 — resumo do DoseRAD2026,arXiv,https://arxiv.org/abs/2604.12778,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
WebFetch https://zenodo.org/records/22127730 — lista de arquivos do STOPSTORM,Zenodo,https://zenodo.org/records/22127730,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
WebFetch https://zenodo.org/records/22127730/files/Stopstorm_Critical_Structures_Contouring_Zenodo.pdf — HTTP 404,Zenodo,https://zenodo.org/records/22127730/files/Stopstorm_Critical_Structures_Contouring_Zenodo.pdf,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
"WebFetch https://www.nature.com/articles/s41597-026-06597-6 — redirecionamento para IdP, nao seguido",outra,https://www.nature.com/articles/s41597-026-06597-6,2026-09-06,,consulta registrada,,ARM 3 — Fase 20 — datasets de segmentacao toracica com esofa
